JobDate,Employer,SOC,MinHrlySalary,Exp,Edu,NAICS3,SK
2022-11-30,Oldcastle Precast Incorporated,11-3121,38.94,3.0,16.0,327.0,"microsoft office,written communication,business administration,troubleshooting,communication skills,system operation,information systems,problem solving,technical support,data security,organizational skills,detail-oriented,human resource information system (hris)"
2022-12-30,Pfizer,11-9041,101.54,15.0,16.0,325.0,"business solutions,software development,planning,lean six sigma,enterprise software,communication skills,time management,verbal / oral communication,devops,scheduling,financial management,staff management,teamwork / collaboration,budgeting,business process,strategic thinking,business process modelling,software engineering,agile development,writing,product delivery,business administration,information technology industry knowledge,project management,written communication,customer service,project planning and development skills,business analysis"
2022-11-30,Gilead Sciences,11-2021,72.6,12.0,16.0,325.0,"market research,building effective relationships,sales administration,conflict management,research,project management,account management,branding strategy,writing,marketing materials,brand management,clinical data understanding,marketing,communication skills,verbal / oral communication,epidemiology,teamwork / collaboration,content management,leadership,sales leadership,clinical development,budgeting"
2022-04-21,Intel Corporation,11-2021,54.43,4.0,16.0,334.0,"teamwork / collaboration,product development,pricing strategy,scheduling,virtualization,planning,problem solving,stakeholder management,product management,building effective relationships,computer engineering,creativity"
2022-08-19,JBS USA,11-3031,36.06,5.0,16.0,311.0,"sap businessobjects,accruals,sap,vaccination,microsoft excel,organizational skills,teamwork / collaboration,detail-oriented,budgeting,accounting,vaccines,logistics,analytical skills,research,international logistics,qlikview"
2022-12-03,Screenovate,11-2022,18.0,7.0,16.0,334.0,"hardware experience,field-programmable gate arrays (fpga),caching,product development,business planning,leadership,business development,network analytics,product marketing,network switches,application acceleration,virtualization,competitive analysis,business management,semiconductor industry knowledge,business acumen,computer engineering"
2022-02-17,BAE Systems,11-9199,36.49,12.0,12.0,336.0,"project planning and development skills,information technology industry knowledge,program management,project management,budgeting,scheduling"
2022-03-04,Intel Corporation,11-2021,54.43,8.0,16.0,334.0,"high tech industry knowledge,ethernet,computer engineering,product management,customer service,messaging strategy,packaging,emulation,pci express,planning,marketing communications,teamwork / collaboration,high-level design,scheduling,vaccination,field-programmable gate arrays (fpga),prototyping,business development,key performance indicators (kpis),product marketing"
2022-02-11,Kmg Tool Machine,11-2022,28.85,5.0,0.0,333.0,"business development,sales management,sales,machining"
2022-06-02,H.J. Heinz Company,11-2021,56.25,3.0,16.0,311.0,"logistics,office management,appointment setting,microsoft azure,microsoft azure,sap basis,sap s/4 hana fiori & ui5 security,sap s/4 hana security,business planning,teamwork / collaboration,administrative support,energetic,food safety,thought leadership,scheduling,microsoft excel,travel arrangements,planning,marketing,problem solving,marketing management,sap,microsoft powerpoint,verbal / oral communication,communication skills,prepare presentations,microsoft office,empower,research,sap hana,writing,decision making,architectural standards,sap s/4hana,procurement,troubleshooting"
2022-12-08,Northrop Grumman,11-1021,54.18,6.0,16.0,336.0,"leadership,technical analysis,scheduling,teamwork / collaboration,planning"
2022-08-23,L3Harris,11-1021,86.54,6.0,16.0,334.0,"procurement,onboarding,materials planning,performance appraisals,production management,manual dexterity,physical abilities,personal protective equipment (ppe),performance analysis,budgeting,sas,organizational skills,detail-oriented,scheduling"
2022-12-22,Amgen,11-3121,60.22,12.0,12.0,325.0,"metabolism,microsoft powerpoint,pathology,pharmacokinetics,genome analysis,change management,planning,teamwork / collaboration,talent management,biologics,microsoft excel,program planning,microsoft word,research,project management,genome,toxicology,performance appraisals,onboarding,hr strategy,analytical skills,oncology,attract top talent"
2022-11-30,Spacex,11-9199,10.69,4.0,16.0,336.0,"microsoft office,conflict management,microsoft power bi,predictive / preventative maintenance,supply chain knowledge,supply chain management,communication skills,physical abilities,shipping and receiving,computer literacy,preventive maintenance,international traffic in arms regulations (itar),occupational health and safety,organizational skills,external auditing,materials management practices,six sigma black belt,six sigma,sql,cycle counting,leadership,team building"
2022-08-16,Northrop Grumman,11-1021,64.52,8.0,16.0,336.0,"written communication,configuration management,performance appraisals,systems integration,civil engineering,problem solving,sap,planning,organizational skills,operations management,scheduling,human-in-the-loop,budgeting,performance analysis"
2022-07-20,Danaher Corporation,11-1021,62.5,8.0,18.0,334.0,"data science,data warehousing,data engineering,microsoft power bi,authentication,teamwork / collaboration,energetic,microsoft active directory,business intelligence,sql,extraction transformation and loading (etl),business modeling,data modeling"
2022-08-01,EnerSys,11-3031,42.31,12.0,16.0,335.0,"microsoft office,project management,refunds exchanges and adjustments,public accounting,account reconciliation,research,cost control,engineering support,processing item returns,microsoft visio,microsoft project,troubleshooting,account closing,writing,agile development,customer contact,data warehousing,variance analysis,critical thinking,cost accounting,inventory management,providing warranties,accounting,budgeting,financial statement analysis,inventory control,leadership,scrum,automotive services industry knowledge,technical support,financial reporting,multi-tasking,standard costing,teamwork / collaboration,electrical systems,engineering technical support,microsoft excel,communication skills,physical abilities,client base retention,microsoft powerpoint,enterprise resource planning (erp),financial statements,problem solving,sap,planning,financial analysis,generally accepted accounting principles (gaap)"
2022-05-06,Northrop Grumman,11-9199,40.29,6.0,16.0,336.0,"communication skills,microsoft powerpoint,team building,vaccines,teamwork / collaboration,microsoft excel,account management,microsoft office,project management"
2022-06-05,Northrop Grumman,11-9199,54.9,5.0,16.0,336.0,"problem solving,planning,purchase requisitions processing,scheduling,financial management,multi-tasking,team building,budgeting,business management,presentation skills,risk management,project management,written communication,meeting deadlines,procurement,procurement contracts"
2022-12-05,Johnson & Johnson,11-2022,54.33,8.0,16.0,325.0,"procurement,supplier management,corporate governance,teamwork / collaboration,talent management,purchasing,business process,key performance indicators (kpis),business process outsourcing,category management,procurement strategies,consumer goods industry knowledge,articulating value propositions"
2022-07-22,Biogen,11-9199,11.63,4.0,16.0,325.0,"metadata,teamwork / collaboration,microsoft excel,new drug application (nda) review,clinical development,planning,oracle,microsoft powerpoint,microsoft sharepoint,project planning and development skills,microsoft project,microsoft visio,project management,strategic planning"
2022-07-04,Northrop Grumman,11-9041,64.52,15.0,16.0,336.0,"time management,performance management,communication skills,engineering management,leadership,engineering leadership,finite element analysis,structural design,performance analysis,manufacturing processes,teamwork / collaboration,employee engagement,prioritizing tasks,engineering activities,mentoring,risk management,engineering support,performance appraisals,self-starter"
2022-07-01,Vice Media Group,11-2022,30.77,3.0,0.0,324.0,"research,creativity,editing,packaging,writing,teamwork / collaboration,comedy,creative development,sales,independent thinking"
2022-04-28,Northrop Grumman,11-9199,58.65,13.0,12.0,336.0,"project management,self-starter,it management,staff management,vaccines,virtualization,microsoft windows,systems analysis,network infrastructure (edge poe devices),information systems,communication skills,linux"
2022-01-16,Neuropace Incorporated,11-9111,41.83,5.0,0.0,334.0,"communication skills,annual reports,self-starter,patient advocacy,patient care,organizational skills,patient safety,clinical trials,medical equipment industry knowledge,dsmb (data safety monitoring board)"
2022-05-10,"Takeda Pharmaceuticals North America, Inc.",11-9111,57.69,7.0,16.0,325.0,"biostatistics,data warehousing,user acceptance testing (uat),data management,written communication,project management,teamwork / collaboration,detail-oriented,drug development,clinical trials,sas,clinical information systems / technology,staff management,negotiation skills,document management,clinical development,business process,leadership,microsoft sharepoint,communication skills,clinical research,planning"
2022-08-16,Northrop Grumman,11-9199,64.52,8.0,16.0,336.0,"mortgage lending,defense federal acquisition regulations,supplier management,business administration,sap,purchasing"
2022-01-08,Hewlett-Packard,11-2021,49.69,7.0,16.0,334.0,"creativity,research,api management,build vs buy,communication skills,software as a service (saas),software as a service (saas),writing,software development,product management,business intelligence,data science,organizational skills,teamwork / collaboration,analytical skills"
2022-08-04,General Motors,11-9051,33.65,1.0,0.0,336.0,"customer service,cost control,self-starter,cash control,financial reporting,organizational skills,inventory maintenance,communication skills,positive disposition,cleaning"
2022-09-13,Olympic Steel,11-9199,24.52,3.0,16.0,331.0,"supervisory skills,college recruiting,human resource information system (hris),invoice processing,recruiting,communication skills,corporate recruiting,microsoft office,process improvement,research,talent acquisition"
2022-12-02,Mettler Toledo,11-9199,48.08,3.0,16.0,334.0,"iso 9001 standards,budgeting,product marketing,communication skills,microsoft project,project planning and development skills,microsoft office,project management"
2022-01-28,General Motors,11-2031,54.69,5.0,0.0,336.0,"fuel cell,media campaigning,hydrogen production,media relations"
2022-11-22,Sargent Aerospace And Defense,11-2022,37.98,7.0,16.0,336.0,"psychology,decision making,customer service,business acumen,microsoft office,research,business administration,leadership,team building,communications programs,product sales,teamwork / collaboration,talent management,detail-oriented,succession planning,leadership development,verbal / oral communication,communication skills,training programs,organizational development"
2022-09-08,Impact Solutions,11-3051,11.39,5.0,16.0,327.0,"cost control,lean manufacturing,production management,performance appraisals,product improvement,procurement,quality management,employee engagement,key performance indicators (kpis),product sales,quality assurance and control,operations management,manufacturing industry knowledge,employee training,planning,performance management"
2022-08-27,Lincoln Electric Company,11-2021,11.3,5.0,16.0,333.0,"packaging,sales channels,decision making,consumer research,analytical skills,strategic development,campaign management,project management,creativity,research,merchandising,project planning and development skills,data analysis,message development,product marketing,industrial distribution,marketing strategy development,budgeting,critical thinking,financial acumen,teamwork / collaboration,product development,retail industry knowledge,market strategy,scheduling,consumer insights,articulating value propositions,marketing,marketing communications,communication skills,vendor relations,industry analysis"
2022-04-28,Northrop Grumman,11-9199,58.94,10.0,16.0,336.0,"multimedia,personnel management,teamwork / collaboration,thought leadership,budget management,microsoft excel,vaccines,creative problem solving,content development,budgeting,videography,web site design,business development,writing,photography,branding strategy,messaging strategy,brand management,project management,speech writing,empower,creativity,talent acquisition,sprinklr,mentoring,editing,presentation skills"
2022-04-27,Hoffmann-La Roche,11-9111,76.92,8.0,0.0,325.0,"diagnostics industry knowledge,building effective relationships,preparing reports,quality management,decision making,regulatory affairs,surveillance,quality assurance and control,in vitro diagnostic (ivd),patient safety,teamwork / collaboration,thought leadership,detail-oriented,strategic thinking,communication skills,english,stakeholder management,training programs,problem solving"
2022-03-16,Loc Performance Products Incorporated,11-9199,42.79,5.0,16.0,333.0,"program management,project management,planning,physical abilities,teamwork / collaboration,product development,budgeting,leadership"
2022-07-22,GAF Materials Corporation,11-9041,6.25,10.0,16.0,324.0,"structured methods,troubleshooting,data entry,process improvement,research,microsoft office,project management,root cause analysis,process safety,proofreading,project planning and development skills,typing,communication skills,vendor relations,positive disposition,problem solving,computer aided drafting/design (cad),simulation,network troubleshooting,planning,budgeting,autocad,hazard analysis,capital expenditures,machinery,lifting ability,staff management"
2022-10-14,Gilead Sciences,11-9121,47.12,12.0,16.0,325.0,"clinical development,managed care,pharmaceutical industry knowledge,articulating value propositions,communication skills,description and demonstration of products,oncology,decision making,research,written communication,gynecology,economics"
2022-06-09,Seagen,11-3011,11.76,10.0,16.0,325.0,"biochemistry,good manufacturing practices (gmp),technical writing / editing,microsoft word,teamwork / collaboration,microsoft excel,people management,quality assurance and control,site and study management,staff management,microsoft sharepoint,communication skills,biotechnology,microsoft powerpoint,current good manufacturing practices (cgmp),oral communication,project management,microsoft office,building effective relationships,customer service,microsoft visio,packaging,writing,biology,analytical skills,quality management"
2022-08-05,Meritor,11-3051,55.77,7.0,16.0,336.0,"lean manufacturing,toyota production system (tps),mechanical engineering,meeting deadlines,customer contact,repair,writing,predictive / preventative maintenance,minitab,total productive maintenance,microsoft excel,budgeting,microsoft word,oracle,dmaic,problem solving,preventive maintenance,enterprise resource planning (erp),microsoft powerpoint,verbal / oral communication,communication skills,vendor relations"
2022-05-10,Lexus,11-2022,43.27,5.0,16.0,336.0,"writing,organizational skills,retail industry knowledge,sales management,communication skills,verbal / oral communication,sales"
2022-02-13,Eli Lilly,11-3051,27.88,2.0,16.0,325.0,"vocational rehabilitation,computer literacy,workforce development,medical triage,manufacturing processes,quality assurance and control,good manufacturing practices (gmp),technical support,data science,adult education,process improvement"
2022-04-10,Konica Minolta,11-9111,24.04,10.0,16.0,333.0,"leadership,business process,hyland onbase,staff management,communication skills,planning,month-end close processes,estimating,customer service,product knowledge,upselling products and services,financial responsibility,process improvement,project management,self-starter"
2022-11-20,"Takeda Pharmaceuticals North America, Inc.",11-2031,98.56,8.0,16.0,325.0,"research,project management,health checks,program development,planning,problem solving,legal compliance,drug development,product development,pharmaceutical industry knowledge,lifecycle management"
2022-05-04,JBS USA,11-2021,38.46,3.0,12.0,311.0,"microsoft office,product management,customer service,product improvement,costing,packaging,food science,lifecycle management,microsoft excel,quality assurance and control,food safety,teamwork / collaboration,technical support,communication skills,computer literacy"
2022-12-20,Silgan Holdings,11-3031,31.73,5.0,0.0,332.0,"spreadsheets,microsoft office,business administration,computer literacy,accounting,cost accounting,inventory management,financial reporting,staff management,front office"
2022-12-18,Af Steel Fabricators,11-9199,38.46,5.0,12.0,331.0,"project management,request for information (rfi),3d modeling / design,smartsheet,editing,heavy industrial project experience,structural drawings,estimating,planning,communication skills,organizational skills,teamwork / collaboration,scheduling,procore,leadership,product sales,contract review,budgeting"
2022-10-25,Tesla,11-9199,28.85,5.0,14.0,336.0,"calculator,storage unit management,problem solving,material flow management,microsoft powerpoint,communication skills,business strategy,industrial engineering industry expertise,supplier review,detail-oriented,manufacturing processes,multi-tasking,teamwork / collaboration,ergonomics,business planning,goal setting,purchasing,occupational health and safety,energy products,microsoft excel,business process,supervisory skills,iso 14001 standards,remodeling,key performance indicators (kpis),contract review,request for proposal (rfp),performance analysis,space management,research,environmental engineering,process improvement,cost control,lean manufacturing,microsoft office,self-starter,project management,empower,request for information (rfi),construction management,performance appraisals,market research,global supply management,workers' compensation,procurement,global procurement,industrial engineering,contractor safety,meeting deadlines,request for quotation (rfq),systems engineering,commodities,environmental health and safety,industrial hygiene"
2022-10-22,Lockheed Martin Corporation,11-9199,64.42,5.0,0.0,336.0,"product sales,investment strategy,budgeting,business development,talent management,scheduling,electrical systems,communication skills,planning,mechanical engineering,research,project management,supplier identification,systems engineering,business case analysis"
2022-08-29,Northrop Grumman,11-9199,78.46,10.0,16.0,336.0,"preparing proposals,business planning,teamwork / collaboration,global supply chain management,scheduling,microsoft excel,contract preparation,devsecops,product sales,budgeting,negotiation skills,personnel management,microsoft powerpoint,stakeholder management,communication skills,software development,atlassian jira,building effective relationships,microsoft project,crucible,business administration,conflict management,confluence,proposal writing,program management,fisheye,systems development,systems engineering,global supply management,customer contact,agile development"
2022-03-20,Orchards At Bartley,11-9051,15.38,2.0,12.0,311.0,"educational programs,hepatitis b,organizational skills,english,planning,infectious disease,cost control,long-term care,equipment moving"
2022-12-23,Navistar,11-3061,40.38,10.0,16.0,336.0,"new product development,procurement,communication skills,cost estimation,sheet metal fabrication,purchasing,advanced sourcing,request for proposal (rfp),strategic partnerships"
2022-12-08,Mitsubishi,11-2021,52.88,10.0,18.0,336.0,"product sales,outbound marketing,communications programs,performance analysis,budgeting,market trend,product marketing,website management,pricing strategy,market strategy,brand identity,teamwork / collaboration,social media,computer literacy,industry analysis,sales,business strategy,communication skills,customer relationship management (crm),planning,marketing communications,social media tools,business-to-business,customer meeting organization,digital marketing,brand management,business administration,research,competitive analysis,microsoft office,strategic planning,analyst relations,corporate marketing,product knowledge,presentation skills,market research,customer service,performance appraisals"
2022-03-29,"Takeda Pharmaceuticals North America, Inc.",11-9111,67.31,8.0,16.0,325.0,"data capture,systems development life cycle (sdlc),systems development,good clinical practices (gcp),data management,statistics,interactive voice response (ivr),quality assurance and control,clinical trial management,clinical information systems / technology,drug development,clinical trials,service level agreement,statistical analysis,technical support,strategic partnerships"
2022-08-08,AZZ Incorporated,11-9041,58.17,5.0,16.0,335.0,"scheduling,business planning,budgeting,repair,decision making,satisfaction failure correction,project management,performance appraisals"
2022-05-13,Amunix Pharmaceuticals,11-9121,51.44,8.0,18.0,325.0,"lyophilization,biopharmaceutical industry knowledge,writing,tech transfer,description and demonstration of products,pharmaceutical development,high-performance liquid chromatography (hplc),communication skills,verbal / oral communication,current good manufacturing practices (cgmp),problem solving,clinical trials,product development,biologics,batch records,experiments,new drug application (nda) review,product sales,good manufacturing practices (gmp),technical writing / editing,leadership"
2022-01-07,Aggregate Industries Management,11-1021,36.54,15.0,16.0,324.0,"sap,fiscal management,performance appraisals,building effective relationships,manufacturing processes,financial acumen,salesforce,problem solving,planning,key performance indicators (kpis),strategic management,budgeting,collective bargaining,computer literacy,financial management,problem identification,microsoft office,communication skills,project management,business case analysis"
2022-06-22,Toyota Motors,11-3061,36.54,8.0,16.0,336.0,"procurement issues,purchasing,business planning,global sourcing,business process,contract preparation,commodity management,contract negotiation,global sourcing management,planning,communication skills,procurement,contract drafting,project management,self-starter,written communication,creativity"
2022-07-20,Bell Incorporated,11-9051,26.44,2.0,12.0,322.0,"supervisory skills,accounting,budgeting,scheduling,retail industry knowledge,computer literacy,communication skills,physical abilities,restaurant management,positive disposition,people development,food service experience,new hire orientation,basic mathematics"
2022-06-26,Day & Zimmermann Incorporated,11-2021,65.0,6.0,16.0,332.0,"data analysis,entertainment industry knowledge,competitive analysis,research,creativity,teamwork / collaboration,market strategy,vaccination,microsoft excel,management consulting,budgeting,audience segmentation,microsoft word,problem solving,marketing,communication skills,microsoft powerpoint"
2022-12-02,Analog Devices,11-2021,62.5,10.0,16.0,334.0,"business strategy,market analysis,articulating value propositions,microsoft excel,teamwork / collaboration,product marketing,presentation skills,initiative,communications industry knowledge,writing"
2022-09-08,Northrop Grumman,11-3021,68.99,9.0,16.0,336.0,"microsoft excel,teamwork / collaboration,product development,performance management,communication skills,systems engineering,employee engagement,engineering activities,retain top talent,mentoring"
2022-11-30,Mars Incorporated,11-9199,57.21,6.0,18.0,311.0,"teamwork / collaboration,strategic partnerships,e-commerce solutions,budgeting,global marketing,marketing materials,building effective relationships,e-commerce"
2022-11-02,Boston Pharmaceuticals,11-3031,50.48,10.0,16.0,325.0,"drug development,business development,financial analysis,communication skills,biotechnology,building effective relationships,project management,creativity,oncology"
2022-11-03,Johnson & Johnson,11-9199,9.75,6.0,16.0,325.0,"process improvement,business case analysis,supply chain knowledge,supply chain management,problem solving,change management,lean six sigma,customer experience improvement,performance management,logistics,business process,teamwork / collaboration,organizational skills,six sigma"
2022-07-01,Gilead Sciences,11-9111,59.73,6.0,16.0,325.0,"supply chain knowledge,good clinical practices (gcp),oncology,research,presentation skills,microsoft excel,regulatory documents,clinical trials,budgeting,new drug application (nda) review,request for proposal (rfp),microsoft powerpoint,biotechnology,communication skills,clinical research"
2022-07-15,"Takeda Pharmaceuticals North America, Inc.",11-3011,66.15,10.0,16.0,325.0,"process improvement,conflict management,python,software validation,version control,data management,r,data science,decision making,systems development life cycle (sdlc),writing,technical support,amazon web services (aws),amazon web services (aws),business process,technical writing / editing,statistical programming,clinical development,teamwork / collaboration,drug development,sas,impact assessment,pharmaceutical industry knowledge,cloud computing"
2022-12-31,Spacex,11-1021,45.67,5.0,16.0,336.0,"quality management,writing,prioritizing tasks,customer service,microsoft power bi,data analysis,malay,conflict management,verbal / oral communication,communication skills,french,international traffic in arms regulations (itar),planning,six sigma,sql,six sigma black belt,business intelligence,broadband,spanish,business process,tableau,arabic"
2022-08-10,Wood Plc,11-9199,49.52,8.0,0.0,325.0,"project management,multi-tasking,scheduling,communication skills,computer literacy,punch list,test equipment"
2022-12-07,"Nammo Defense Systems, Inc",11-3051,40.87,5.0,16.0,315.0,"production part approval process (ppap),supply chain management,product delivery,quality management,procurement,root cause analysis,supplier selection,data collection,lean manufacturing,machining,microsoft office,written communication,engineering support,data analysis,performance appraisals,lean six sigma,planning,physics,metal manufacturing,problem solving,engineering management,communication skills,iso 9000,process control,advanced product quality planning (apqp),teamwork / collaboration,manufacturing processes,minitab,as9100,six sigma black belt,metal stamping,quality assurance and control,six sigma,budgeting,extrusion,nds,performance analysis"
2022-05-19,Big Studio,11-9199,14.42,1.0,0.0,334.0,"bilingual,editing,english,computer literacy,planning,team management,spanish"
2022-12-04,Lululemon Athletica,11-9081,27.35,1.0,12.0,315.0,"employee training,planning,change management,problem solving,performance management,people management,sales planning,visual merchandising,retail industry knowledge,music,strategic thinking,team building,budgeting,decision making,mentoring,business operations,conflict management"
2022-09-22,Mars Incorporated,11-9199,22.6,5.0,14.0,311.0,"planning,problem solving,sap,personnel management,sales goals,communication skills,industrial engineering industry expertise,performance management,microsoft powerpoint,verbal / oral communication,hazard analysis,business planning,occupational health and safety,retail industry knowledge,ergonomics,teamwork / collaboration,talent management,people management,site and study management,demand flow,manufacturing resource planning (mrp),brokerage trading,demand management,microsoft excel,inventory control,hazard identification,inventory management,budgeting,leadership,microsoft word,key performance indicators (kpis),contractor safety,industrial engineering,decision making,spill prevention control and countermeasure (spcc),hazardous waste management,environmental management,onboarding,employee engagement,industrial hygiene,description and demonstration of products,account management,assortment optimization,just-in-time,microsoft office,lean manufacturing,merchandising,just-in-time (jit) production,master scheduling,retail sales,hazardous waste,business management"
2022-07-21,Danaher Corporation,11-1021,62.5,8.0,18.0,334.0,"data science,data warehousing,microsoft power bi,data engineering,authentication,teamwork / collaboration,energetic,business intelligence,microsoft active directory,sql,data modeling,business modeling,extraction transformation and loading (etl)"
2022-01-21,Estee Lauder Company,11-2022,38.46,5.0,16.0,325.0,"go-to-market strategy,product development,home care,cosmetics industry knowledge,business acumen,branding strategy,social media,presentation skills,fragrance industry knowledge,creativity,creative problem solving,market analysis,communication skills,project management,microsoft excel,creative writing,microsoft powerpoint,troubleshooting,product sales"
2022-08-01,Amgen,11-3051,29.33,12.0,12.0,325.0,"product lifecycle management (plm),teamwork / collaboration,drug development,policy establishment,people management,quality assurance and control,quantitative research,staff management,data quality,lifecycle management,business development,requirements verification and validation,strategic thinking,information gathering,renovation,budgeting,cost accounting,financial analysis,planning,space planning,change management,capacity management,communication skills,time management,stakeholder management,data analysis,presentation skills,business acumen,lead qualification,risk management,data collection,project management,strategic planning,research,risk assessment,supply chain management,internal auditing,writing,analytical skills,quality management"
2022-05-24,The Boeing Company,11-9111,43.01,13.0,16.0,336.0,"atlassian bamboo,talent acquisition,creativity,python,single sign on (sso),kubernetes,mysql,good clinical practices (gcp),troubleshooting,system design,docker software,c++,communication skills,lightweight directory access protocol (ldap),problem solving,physics,software development,planning,continuous deployment,pipeline (computing),bigquery,nosql,teamwork / collaboration,devops,amazon web services (aws),amazon web services (aws),continuous integration (ci),java"
2022-03-05,"Takeda Pharmaceuticals North America, Inc.",11-1021,34.62,3.0,16.0,325.0,"management training,performance appraisals,performance analysis,good manufacturing practices (gmp),leadership,team management,operations management,retail industry knowledge,teamwork / collaboration,leadership development,lifting ability,planning,communication skills"
2022-02-06,Masonite,11-9041,52.88,6.0,16.0,321.0,"management reporting,presentation skills,profit analysis,business administration,supervisory skills,key performance indicators (kpis),budgeting,accounting,finance,decision support,financial controls,pricing strategy,planning"
2022-01-19,Rio Grande Foods Incorporated,11-1021,33.65,5.0,14.0,311.0,"spanish,cleaning,key performance indicators (kpis),occupational health and safety,operations management,product distribution,planning,logistics industry knowledge,budgeting,budget management,personnel management,scheduling,storage logistics,assortment optimization,packaging"
2022-03-16,Flowserve Corporation,11-3051,15.0,8.0,16.0,333.0,"project management,root cause analysis,customer service,data analysis,internal auditing,quality management,repair,customer contact,key performance indicators (kpis),iso 9001 standards,purchasing,export compliance,quality assurance and control,process mapping tools,nuclear industry knowledge,enterprise resource planning (erp),industrial engineering industry expertise,performance management"
2022-09-02,Crane Company,11-3121,40.38,5.0,16.0,336.0,"creativity,business administration,talent acquisition,written communication,hr policies,microsoft office,peoplesoft,retain top talent,performance appraisals,labor law,risk management,onboarding,performance analysis,budgeting,teamwork / collaboration,problem solving,planning,employee relations,job analysis,communication skills,human resource management"
2022-11-19,Johnson & Johnson,11-9199,44.71,6.0,16.0,325.0,"business strategy,change management,legal compliance,inspection records,leadership,quality assurance and control,external auditing,purchasing,quality management,supplier identification,internal auditing,compliance management,building effective relationships,audit reports"
2022-12-06,Pharmacord,11-9199,78.0,5.0,16.0,325.0,"positive disposition,problem solving,claims knowledge,physical abilities,financial forecasting,communication skills,english,team management,multi-tasking,critical thinking,chinese,initiative,program management,customer service,typing"
2022-12-02,Eli Lilly,11-1021,9.15,4.0,16.0,325.0,"key performance indicators (kpis),leadership,retail channel,critical thinking,budgeting,teamwork / collaboration,store operations,planning,personnel management,sales,empower,merchandising,product knowledge"
2022-09-19,Intel Corporation,11-2021,78.34,10.0,0.0,334.0,"waterfall,communication skills,planning,wide area network (wan),sap,vaccination,quality assurance and control,teamwork / collaboration,waterfall development process,key performance indicators (kpis),systems analysis,budgeting,troubleshooting,agile development,high tech industry knowledge,project management,program management,production management,product management,semiconductor industry knowledge,e-commerce"
2022-12-20,Dynetics Incorporated,11-9041,28.37,10.0,16.0,336.0,"systems engineering,leadership,avionics,product sales,hardware experience,product development"
2022-11-02,Loreal Usa Incorporated,11-9111,18.27,2.0,0.0,325.0,"forklift operation,cycle counting,negotiation skills,problem solving,sap,english,computer literacy,persuasion,writing,industrial equipment industry knowledge"
2022-11-25,Johnson & Johnson,11-3011,93.16,8.0,16.0,325.0,"research,creativity,customer service,digital advertising,content curation,digital marketing,asset management industry knowledge,asset liability management,business strategy,communication skills,english,global marketing,promotional materials,customer experience improvement,lifecycle management,teamwork / collaboration,metadata,content development,content management"
2022-08-17,The Boeing Company,11-9199,11.05,1.0,0.0,336.0,"export compliance,program planning,scheduling,people management,industrial engineering industry expertise,policy implementation,planning,project planning and development skills,building effective relationships,presentation skills,project management,business operations,decision making,industrial engineering"
2022-11-26,Zebra Technologies,11-9199,60.0,2.0,16.0,333.0,"asset management industry knowledge,creativity,adobe experience manager (aem),content management systems (cms),production management,project management,building effective relationships,project planning and development skills,digital advertising,journalism,planning,stakeholder management,multimedia,budgeting,basecamp,ad campaigns,proofing,content management,teamwork / collaboration,organizational skills,eloqua,scheduling,brand marketing"
2022-12-24,"Takeda Pharmaceuticals North America, Inc.",11-9199,49.13,6.0,16.0,325.0,"patient safety,drug development,quality assurance and control,document management,business process,orphan drug,electronic document management system,change management,biotechnology,stakeholder management,mentoring,chemistry,biology,user acceptance testing (uat),quality management"
2022-08-10,Xylem,11-9199,12.39,7.0,16.0,333.0,"communication skills,physical abilities,six sigma,process engineering,sales support,organizational skills,water treatment,budgeting,report writing,leadership,environmental science,chemistry,troubleshooting,wastewater treatment,repair,microsoft office,program management,project management,self-starter,data analysis,customer service,six sigma green belt,microsoft project"
2022-10-07,Chevrolet,11-3031,26.92,3.0,16.0,336.0,"preparing reports,business administration,accounting,budgeting,teamwork / collaboration,general ledger,multi-tasking,financial reporting,staff management,generally accepted accounting principles (gaap),comptroller,financial statements"
2022-02-02,Tesla,11-9199,33.65,5.0,14.0,336.0,"predictive / preventative maintenance,soldering,spreadsheets,repair,construction management,microsoft project,research,boilers,microsoft office,project management,written communication,self-starter,duct work,sales,preventive maintenance,note taking,microsoft powerpoint,communication skills,time management,hvac,problem solving,punch list,detail-oriented,copying,organizational skills,siemens nixdorf hardware,microsoft excel,sql,scheduling,ventilation,mailing,managing subcontractors,quality assurance and control,product sales,budgeting,welding,construction documentation,electrical codes"
2022-05-16,Masco Corporation,11-2022,37.5,5.0,16.0,337.0,"planning,marketing programs,communication skills,physical abilities,prepare presentations,sales,sales goals,scheduling,detail-oriented,organizational skills,promotional events,retail industry knowledge,sales management,business-to-business,preparing reports,spa industry knowledge,sales training,business administration,microsoft office,building effective relationships,product knowledge,retail sales"
2022-05-07,"Takeda Pharmaceuticals North America, Inc.",11-9199,57.69,6.0,16.0,325.0,"conflict management,microsoft office,project management,statistics,data management,systems development,good clinical practices (gcp),data capture,systems development life cycle (sdlc),decision making,business process,statistical analysis,clinical trial management,quality assurance and control,teamwork / collaboration,clinical trials,drug development,communication skills,problem solving,agency selection"
2022-11-18,Raytheon,11-2031,27.4,2.0,16.0,334.0,"detail-oriented,multi-tasking,vertical integration,communication skills,time management,microsoft sharepoint,journalism,positive disposition,problem solving,editing,self-starter,written communication,research,employee communications,employee engagement,writing"
